5.927456574619169860e-01,6.262816758213958224e-01,5.960846569202808976e-01,5.622784588263938232e-01,4.938449594513361629e-01,7.063791460393133992e-01,5.275931557566402308e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.205991746356801952e-01,9.280560534347888080e-01,4.864382981712186971e-01,5.042612537259424377e-01,6.214251513897396384e-01,9.085678495890031625e-02
3.436057361038061253e-01,5.424679894509367717e-01,8.681944953244709051e-01,7.986363916573746558e-01,9.815981131101292334e-01,1.000000000000000000e+00,8.169032782061055320e-01,6.620308862814654471e-01,1.000000000000000000e+00,2.952912348282459853e-01,8.970866940982004101e-01,0.000000000000000000e+00,6.316523889262559699e-01,2.935499623276092152e-01,2.131266632196203437e-01
3.908634269658081140e-01,7.014875042679619144e-01,5.825925288912562339e-01,6.232935607322384053e-01,2.562920323858196014e-01,7.298097129135910910e-01,6.408759217972671562e-01,7.641322917588083685e-01,1.000000000000000000e+00,8.027657050854756227e-01,4.201236468175656436e-01,3.204156075635526957e-01,5.513889567516226942e-01,2.213268125800640362e-01,5.373206649027169046e-01
6.984572656532404000e-01,4.406209049834796110e-01,3.741892799181293361e-01,4.895116882741520348e-01,4.467549380755851396e-01,6.206956950482068747e-01,5.240076975740858289e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.246476147012150260e-01,1.045855562473919642e-01,6.419089740708892045e-01,2.626842669841331634e-01,4.416411261456256732e-01,2.404343142844494463e-01
1.167274246198724552e-01,2.833898501580545681e-01,4.955664104929304870e-01,3.151096847434888826e-01,2.051940997485432461e-01,2.818779836527459670e-01,5.327924974872026986e-01,0.000000000000000000e+00,9.778844476369430438e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.380996666712911658e-01,9.482188494495582542e-01,6.182834085591136786e-01,7.773266073556687195e-01
2.311631260955447353e-01,5.677046195941635176e-01,4.711845312247138207e-01,5.847361723232995523e-01,3.713780707137118720e-01,4.493159468121502020e-01,6.167435312016439353e-01,4.441765802797859042e-02,9.615483888334885876e-01,7.191557126938887823e-01,3.409004512879351689e-01,3.824685121627174889e-01,3.737948532492835207e-02,3.844844851558155696e-01,7.147146928973636681e-01
2.742992684688838056e-01,4.978549480496179402e-01,2.682142279687129149e-01,5.024853724982621950e-01,2.859595981846773105e-01,9.543388223037868601e-02,4.670016090981207735e-01,0.000000000000000000e+00,9.770488591791679500e-01,0.000000000000000000e+00,6.687487090977917159e-01,2.818225160317486266e-01,7.458641259929315037e-01,7.472882067842827603e-01,3.513654292940722179e-01
9.603146017581329907e-01,9.249080960399418405e-01,9.250088774458815610e-01,8.086974905742652098e-01,1.000000000000000000e+00,8.346684096891172633e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.595696001844989720e-01,1.000000000000000000e+00,7.572304638831598433e-01,5.731728996935373521e-01,1.716198398738900122e-01,2.609211439598613236e-01,2.699535348832435844e-01
1.000000000000000000e+00,9.641395379946421373e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.088383954629186690e-01,1.000000000000000000e+00,8.001884479262026950e-01,6.898360075119074342e-01,1.000000000000000000e+00,7.327481284325176869e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.510776448803320848e-02
4.652270039491336329e-01,4.101986084116260867e-01,4.539138959600591550e-01,4.290724998262843704e-01,3.340627923382389342e-01,8.117118423449257714e-01,3.384125546420625463e-01,2.949351156923427086e-01,1.000000000000000000e+00,7.202549067764720814e-01,6.484966774282538982e-01,1.288352836952296743e-01,9.437549198950676566e-01,7.022550009938668403e-01,1.000000000000000000e+00
4.762285122748589616e-01,9.242504187352217349e-01,6.364717880337970035e-01,8.263929073678177861e-01,5.208754257342624872e-01,1.000000000000000000e+00,8.962134840491682297e-01,8.870840573708033139e-01,6.395056455333040235e-01,3.178087330833164192e-01,1.000000000000000000e+00,1.515970347845794208e-01,3.814783295042067923e-01,3.548278922887870834e-01,6.077130261197594141e-01
8.491179279062543994e-01,3.531119900595052208e-01,4.644848294129518829e-01,5.978920884801218749e-01,2.924682873811416672e-01,5.516144544533641003e-01,3.773698357882506738e-01,1.148901241099365977e-01,0.000000000000000000e+00,8.519623934460671677e-01,1.699970142313986243e-01,2.824341306973168209e-01,8.050084891502564677e-01,5.528708410165086296e-01,7.784978105339412924e-02
2.662693019420537821e-01,6.117767856338471866e-01,6.035697118518493776e-01,4.894124075062848966e-01,8.806786395997838746e-01,6.911277935370999659e-01,5.801597141224181797e-01,6.921203284632402308e-01,9.454446895014345653e-01,3.611840561214943457e-01,4.357319419748517664e-01,7.796481265571669761e-02,1.871859834927298849e-01,6.097043948996411222e-01,6.331781067474692160e-01
9.170095660484713918e-01,8.274659043630574473e-01,8.126006199070417990e-01,7.930053863898237632e-01,8.783766086945079543e-01,7.223361908462917480e-01,9.923534244899172574e-01,7.568941765162846558e-01,4.001466694904621813e-01,4.027432395231252960e-01,3.630211591948842020e-01,2.932625453755910439e-01,3.828690046105430456e-02,8.903504615082784290e-02,4.076072478612263184e-01
5.123411108549209558e-01,0.000000000000000000e+00,1.460520316239333205e-01,3.277121903214053056e-05,0.000000000000000000e+00,3.500850043409197143e-01,9.841889477526004348e-03,0.000000000000000000e+00,2.158761244258003142e-01,4.351893589576964483e-01,2.387124548663802914e-01,1.000000000000000000e+00,7.523267289583089878e-01,1.000000000000000000e+00,6.648981350191129902e-01
4.946417909762908516e-01,1.546250792011542030e-01,0.000000000000000000e+00,2.213404768482179763e-01,2.533454805760543271e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.122462849258559908e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.593580763062144356e-01,8.844595313030115813e-01,8.239221828163521000e-01,9.857695513233211138e-01
3.476884427712340075e-01,0.000000000000000000e+00,2.821278673121823885e-02,0.000000000000000000e+00,1.763573678989931726e-01,0.000000000000000000e+00,4.246164347221877133e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.080306154175741370e-03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.577000374457546594e-01,8.514091347200043458e-01,8.714788372675916772e-01,9.712007591121066818e-01,6.829660648385731392e-01,5.527149278566205748e-01,6.967197859182072683e-01,1.652927343841724683e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.347800840773968112e-01,0.000000000000000000e+00,1.553073350371452499e-01
1.000000000000000000e+00,9.136986392638231091e-01,7.037098687947994646e-01,9.166277973123000411e-01,5.849819220091176941e-01,1.000000000000000000e+00,9.282251705500600414e-01,1.000000000000000000e+00,9.920913674113879255e-01,1.000000000000000000e+00,5.090831208099861893e-01,6.475543865319097758e-01,3.137870687458180763e-01,2.713799215370929496e-02,9.351940411321396640e-02
5.533389231001677455e-01,1.000000000000000000e+00,8.600624894852136881e-01,8.692295578964179814e-01,9.704323600539002115e-01,7.280835228668061099e-01,7.465582406199228194e-01,1.000000000000000000e+00,3.613627237673422421e-01,8.824630290479208439e-01,5.116242859139801258e-01,0.000000000000000000e+00,4.124972353420938154e-01,3.191556473624329593e-01,5.170889645261009804e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.018651121659393421e-01,8.529487592291630227e-01,9.118319856507053345e-01,6.894312157773820893e-01,8.536641380504782495e-01,3.623478530985828616e-01,1.000000000000000000e+00,4.411885467202980582e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.659018159445241336e-01
5.699890530842839365e-01,7.705527722215590458e-01,8.255482082257253884e-01,9.073239163653616934e-01,9.626304333688799897e-01,5.511127018745354267e-01,6.738627159757070162e-01,1.855751263979767973e-01,4.737803247654692740e-01,5.374885283803696456e-01,7.421413010573471025e-01,4.244446651514465207e-01,3.534292833815850243e-01,1.142489744161430537e-01,9.998007873937761469e-02
1.745152278161445913e-01,5.653557466832785927e-01,2.576294774122223630e-01,5.205785347704280364e-01,6.621400473305262269e-01,7.610795290495853127e-01,3.796830341303525369e-01,2.873414925998666325e-01,6.051427639750098786e-01,2.115834549198455372e-01,2.935880012361871683e-01,1.689268595735485268e-01,5.072082270767539480e-01,3.563655582487137430e-01,7.903491807863872731e-01
3.997899785744248868e-01,7.873098298658048888e-01,6.916618220772456915e-01,8.037920609358680801e-01,1.000000000000000000e+00,9.377450402989396805e-01,6.225524044433223825e-01,6.844845428075799765e-01,7.969568140883858121e-01,8.203244204602526679e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.765410943323822701e-01,6.028516308621415520e-01
0.000000000000000000e+00,2.637086496430985361e-01,1.384251629045033516e-01,1.053478523626629609e-01,3.933442412344537176e-01,7.356670457900595095e-02,1.944914223168579537e-01,0.000000000000000000e+00,7.809072302265038790e-01,3.273019480792833669e-01,3.777830963946049447e-01,6.715444640307518531e-01,1.000000000000000000e+00,9.361499963099233490e-01,6.633426037700227429e-01
3.344059615642545613e-01,7.466219521537632575e-01,8.511376587237261537e-01,6.273626695055366520e-01,7.054296203605769922e-01,1.000000000000000000e+00,6.253769954678352061e-01,1.000000000000000000e+00,7.641529270811145969e-01,9.927648540989703063e-01,1.000000000000000000e+00,7.450180375701300761e-01,9.442226016266180855e-02,4.116383542971563392e-01,2.747637559130049478e-01
0.000000000000000000e+00,1.160048980893895049e-01,3.234795817817394392e-02,2.480647799375996221e-01,0.000000000000000000e+00,6.390546270215978764e-01,9.417869588950247839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499063845373774240e-02,1.000000000000000000e+00,5.443463581635452631e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.034150742663804579e-01,8.822812344861574729e-01,8.217312165179500028e-01,9.790083289926462262e-01,6.084826229119479901e-01,4.215234666521583407e-01,9.204594626989847095e-01,3.486111391346977673e-01,5.378521377731761977e-01,6.379459239302760487e-01,6.238174688892914599e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548545009411243234e-01
9.486789132863169272e-01,6.983725223119934267e-01,4.800132056216799836e-01,4.207346495640532646e-01,6.217567870539727481e-01,5.113780960227077843e-01,6.882476460267783480e-01,0.000000000000000000e+00,9.863528005847251867e-01,2.890866688147150088e-01,1.856925278496178722e-01,6.764072555197929715e-01,2.800809625428806182e-01,5.444953252736034477e-01,4.926908326998508669e-01
3.463420295827879247e-01,4.343495511086344352e-01,3.167056391535532645e-01,4.766343518724172612e-01,3.533588859106897018e-01,2.640511453152872279e-01,5.264052909394744129e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.205516321032656379e-01,2.177371203308557934e-01,9.695971648411781940e-01,9.640213735712485077e-01,7.729267418776171183e-01,9.254946702714149653e-01
8.145625066225384292e-02,4.416796597338376040e-01,1.492888309905945343e-01,1.463274585692966312e-01,5.892414920645107079e-01,0.000000000000000000e+00,3.290768222310621605e-01,0.000000000000000000e+00,6.429185346736878692e-01,6.844478456718505743e-01,0.000000000000000000e+00,5.878938011098358007e-01,6.373954108856875189e-01,8.349596909114262999e-01,5.152024716281656813e-01
4.789014785770953631e-01,7.559786829618023729e-01,6.842891568277835734e-01,8.759904261118123259e-01,5.854078041654765530e-01,7.768143035226190429e-01,9.247121133315130415e-01,9.591505123218484474e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.692478840399799678e-01,5.907794525170804167e-01,4.235266264248551127e-01,1.852965240083814247e-01
6.993313258233607721e-02,3.815561835351353182e-01,2.962334968329045637e-01,4.313962446553520902e-01,1.906786487172928979e-01,5.685975605591011561e-01,4.163050723302189615e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.077237240529128837e-01,1.634209730444241004e-01,6.563707786728922855e-01,8.533233711984911096e-01,5.065430061177507159e-01,5.875954202047070085e-01
3.629214397141797832e-01,5.523938426706582749e-01,5.232221751432638568e-01,4.929579883935398255e-01,5.726577452228704956e-01,3.636452409268448038e-01,5.252658025881026260e-01,6.028931591795332334e-01,9.794097864721880153e-01,3.852921612390513562e-01,1.000000000000000000e+00,8.735946782711523362e-01,7.954448199226371585e-02,3.330230608340806198e-01,3.863198817650811412e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.292346622204890993e-01,7.294414477920289908e-02,1.069065890038786298e-01,2.461604753764884412e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.078274713713942123e-01,4.359480397708149768e-01,7.557127041287889369e-02,7.161037737171995765e-01,6.147937008083113053e-01,1.000000000000000000e+00,5.678328465107347345e-01
